,pick1_encoded,pick2_encoded,pick3_encoded,pick4_encoded,pick5_encoded,winrate_pick1,winrate_pick2,winrate_pick3,winrate_pick4,winrate_pick5,count_pick1,count_pick2,count_pick3,count_pick4,count_pick5,kills,deaths,assists,team kpm,ckpm,gspd,gpr,gamelength,firstblood,firstdragon,dragons,elementaldrakes,firstherald,heralds,firstbaron,barons,firsttower,firstmidtower,firsttothreetowers,turretplates,earned gpm,goldat15,goldat20,goldat25,golddiffat15,golddiffat20,golddiffat25,xpdiffat20,xpdiffat25,wardsplaced,visionscore,wardskilled,controlwardsbought,cspm,minionkills,monsterkills,csat15,csdiffat15,csat20,csdiffat20,csat25,csdiffat25,damagetochampions,damagetakenperminute,damagemitigatedperminute
1473,5,73,52,38,90,0.3181818181818182,0.6470588235294118,0.4347826086956521,0.4791666666666667,0.6666666666666666,22.0,17.0,23.0,48.0,6.0,14,3,41,0.4317,0.5242,0.119313,1.43,1946,0,1,4,4,1,1,0,0,0,1,1,8,1321.4183,26188,35402,43946,1347,2678,3420,4646,5803,88,266,46,32,38.9106,990,272,561,80,740,93,943,121,99775,2997.7492,2730.9866
787,23,4,42,38,12,0.8,0.8571428571428571,1.0,0.7962962962962963,0.875,15.0,14.0,8.0,54.0,8.0,21,9,48,0.4265,0.6093,0.103547,0.18,2954,1,1,4,4,0,0,0,2,0,0,0,1,1250.7583,24202,33113,41863,-569,-1931,-1565,-445,-523,235,555,113,54,34.2654,1336,351,579,7,770,-13,901,-35,160371,3035.9309,3509.7563
524,62,14,53,25,37,0.8461538461538461,0.5833333333333334,0.7058823529411765,0.9,0.8666666666666667,26.0,12.0,17.0,10.0,30.0,12,2,31,0.4986,0.5817,0.227988,4.15,1444,1,0,2,2,1,2,1,1,1,1,1,8,1559.2936,27509,39858,53634,4573,9548,17847,4780,13601,66,184,34,21,39.5568,750,202,573,70,789,114,952,200,38863,2103.9889,2074.1967
1138,5,25,52,38,9,0.5,0.5,0.5,0.4761904761904761,0.2857142857142857,8.0,4.0,16.0,21.0,14.0,9,2,22,0.3152,0.3853,0.0669433,0.63,1713,1,1,4,4,1,1,1,1,0,1,1,2,1215.7968,24596,32304,42231,925,319,1770,974,1033,106,229,56,32,36.6375,895,151,579,2,746,-1,967,4,64161,2534.1506,2590.2627
970,70,62,70,93,16,0.8205128205128205,0.7419354838709677,0.8076923076923077,0.8666666666666667,0.6666666666666666,39.0,31.0,26.0,15.0,3.0,21,4,57,0.676,0.8047,0.137076,0.83,1864,1,1,4,4,0,0,0,1,0,0,0,1,1291.3197,24721,34449,45267,-102,1155,3856,3334,6830,116,300,53,45,33.6052,807,237,563,43,730,63,853,86,72184,3108.1223,4242.5215
1367,61,0,7,102,3,0.3125,0.391304347826087,0.3,0.3157894736842105,0.5,16.0,23.0,10.0,19.0,14.0,24,19,56,0.6548,1.1733,0.00972371,-1.88,2199,0,0,4,4,0,0,1,2,0,0,0,2,1341.9645,23422,33042,45107,-3509,-5943,-2191,-1068,3938,140,348,63,66,33.3151,975,246,535,-31,729,-28,872,-38,95843,3929.8226,3390.5048
772,23,79,70,8,41,0.7058823529411765,0.8064516129032258,0.6190476190476191,0.7297297297297297,0.6097560975609756,17.0,31.0,21.0,37.0,41.0,18,9,51,0.6704,1.0056,0.0844385,1.17,1611,1,0,3,3,0,1,1,1,0,1,1,2,1442.5698,25305,37604,49517,-760,2644,6868,2951,9863,83,215,44,32,39.3669,849,208,572,18,785,52,996,94,66103,2533.9292,2655.0466
1877,30,58,92,112,3,0.75,0.625,0.7916666666666666,1.0,0.8888888888888888,4.0,16.0,24.0,9.0,18.0,19,12,28,0.5024,0.7933,0.0611855,-0.36,2269,0,1,4,4,0,0,1,2,1,1,0,4,1300.3261,24401,33713,42904,-1787,-1704,-123,1043,4100,164,384,95,64,34.5879,1045,263,505,-3,731,24,900,38,104223,4247.7038,3591.5381
1867,49,90,17,57,68,0.3333333333333333,0.5,0.5384615384615384,0.0,0.3846153846153846,9.0,6.0,13.0,3.0,13.0,4,12,7,0.1329,0.5316,-0.124854,-1.82,1806,0,0,1,1,1,1,0,0,0,0,0,1,1012.1595,23433,32241,41163,-1308,-2694,-3256,-1796,-2285,110,282,53,46,37.5748,948,183,555,-33,780,-41,1000,-49,41947,2422.2259,1957.608
1765,5,18,46,110,127,0.3181818181818182,0.2142857142857142,0.25,0.0,0.4210526315789473,22.0,14.0,12.0,2.0,38.0,11,20,22,0.4571,1.2881,-0.0604233,-2.51,1444,0,0,1,1,0,0,0,0,0,0,0,2,1057.687,23195,32987,41562,-3726,-5373,-7360,-6652,-7307,56,138,28,17,29.7507,589,127,459,-65,617,-94,716,-106,61936,4957.8947,3688.2133
992,48,14,95,102,100,0.0,0.0,0.25,0.1666666666666666,0.0,4.0,1.0,8.0,6.0,1.0,9,27,12,0.3394,1.3576,-0.136526,-1.64,1591,1,0,1,1,1,1,0,0,0,0,0,2,934.1295,25479,33744,40851,-1542,-5552,-11453,-5678,-11415,84,185,37,41,30.4714,663,145,520,-14,675,-39,783,-69,59250,4039.2709,3767.1402
1259,56,54,39,102,84,0.2857142857142857,0.45,0.5,0.375,0.4090909090909091,7.0,20.0,4.0,8.0,22.0,18,5,49,0.436,0.5571,0.0932094,1.98,2477,1,0,3,3,0,0,1,2,0,1,0,1,1304.4732,25834,35873,46360,677,2030,3625,564,7087,151,395,94,67,35.8498,1177,303,597,26,820,51,953,70,153127,4030.1252,4563.3185
33,36,41,48,91,29,0.5,0.5714285714285714,0.4545454545454545,0.3333333333333333,0.375,10.0,7.0,11.0,3.0,8.0,6,8,13,0.1714,0.4,0.0637803,-0.44,2100,1,1,1,1,0,0,0,0,0,0,0,1,990.2857,22832,32401,40444,-1734,-897,-883,1239,-1066,129,320,63,51,32.5429,963,176,502,-46,706,-20,873,-36,83387,2727.7714,2129.8857
610,62,83,70,93,78,0.65625,0.6,0.6190476190476191,0.6071428571428571,1.0,32.0,10.0,21.0,28.0,2.0,9,9,19,0.2431,0.4863,0.113988,2.77,2221,1,0,2,2,1,2,1,2,1,1,1,8,1265.1328,26077,36293,44099,4074,6202,4964,3172,1400,183,411,71,54,36.4701,1067,283,560,49,758,61,944,81,79390,2565.9793,3523.1968
886,33,83,9,38,14,0.45,0.6521739130434783,0.65,0.65625,0.4615384615384615,20.0,23.0,60.0,32.0,13.0,12,5,35,0.4286,0.6071,0.104537,1.48,1680,0,0,2,2,1,2,1,2,0,1,1,3,1323.2857,24594,33536,47205,1024,1436,6796,176,4331,95,238,49,35,35.1786,797,188,568,42,763,38,906,20,55713,2542.2143,2811.3929
421,45,35,104,43,56,0.4242424242424242,0.5833333333333334,0.45,0.5,0.0,33.0,12.0,20.0,8.0,1.0,8,17,9,0.2545,0.7953,-0.0717206,-0.21,1886,0,1,3,3,1,1,0,1,1,0,0,6,1112.895,27246,36042,44102,2892,1010,-3737,1838,-4157,121,307,57,52,35.7582,944,180,558,42,767,45,922,25,47763,2603.7328,2400.3818
1505,50,78,9,99,83,0.8181818181818182,0.6486486486486487,0.5348837209302325,0.0,0.6666666666666666,11.0,37.0,43.0,1.0,6.0,5,15,11,0.1563,0.6253,-0.0384528,0.0,1919,1,1,2,2,0,0,0,0,1,1,0,4,1016.0292,25673,34599,41489,1829,1575,-3603,1361,-5572,128,299,57,36,35.2371,903,224,571,40,769,28,901,20,68369,3045.5862,2526.4721
446,31,69,33,20,84,0.625,0.5,0.55,0.75,0.5806451612903226,32.0,2.0,20.0,4.0,31.0,6,2,15,0.2017,0.2689,0.131443,3.89,1785,1,1,4,4,1,2,1,1,1,1,1,8,1304.5378,26539,35543,46182,4899,5610,8698,2854,8581,97,328,62,42,37.3109,888,222,554,70,769,115,971,137,59309,2427.0588,2129.9832
1639,12,49,17,0,79,0.4285714285714285,0.8181818181818182,0.4117647058823529,0.391304347826087,0.6470588235294118,28.0,11.0,17.0,23.0,17.0,5,1,7,0.1834,0.22,0.0418839,1.28,1636,0,1,3,3,0,0,0,0,1,1,1,6,1255.0122,25739,35237,44757,1992,1426,3351,2050,4225,106,269,56,23,41.5892,900,234,581,41,828,72,1060,112,61972,3375.3667,2621.4425
1561,58,67,60,74,42,0.6538461538461539,0.6666666666666666,0.2,0.6842105263157895,0.6521739130434783,26.0,6.0,5.0,38.0,23.0,6,14,17,0.1825,0.6082,-0.0998156,-1.92,1973,0,1,3,3,1,1,0,1,0,0,0,1,1021.3077,23294,31931,40658,-2669,-2566,-4251,-2984,-6361,110,292,56,42,34.1206,907,215,580,-42,765,-70,941,-83,71740,3761.3279,3946.3153
1696,5,10,48,32,0,0.0,0.2,0.2142857142857142,0.0,0.0833333333333333,2.0,5.0,14.0,3.0,12.0,5,11,16,0.1461,0.4674,-0.1073,-1.42,2054,1,0,1,1,0,0,0,0,1,0,0,4,953.1061,24717,32870,41550,-384,-1782,-2466,-1506,-4936,115,305,56,49,32.1908,923,179,527,-17,689,-15,848,14,77144,3263.1646,2512.9017
69,36,38,20,90,41,0.2727272727272727,0.2142857142857142,0.25,0.4,0.4,11.0,14.0,4.0,5.0,45.0,20,9,50,0.7984,1.1577,0.203617,2.48,1503,1,1,2,2,1,2,1,1,1,1,1,3,1452.016,25972,36766,53050,2441,3950,11366,1657,11402,77,169,30,34,32.3353,699,111,472,7,680,8,810,19,72366,3674.3313,2673.1737
534,69,88,1,25,31,0.5,0.1818181818181818,0.5454545454545454,1.0,1.0,2.0,11.0,11.0,1.0,1.0,11,2,38,0.4044,0.4779,0.104698,1.38,1632,1,0,3,3,1,2,1,1,0,1,1,2,1254.3382,23354,33608,44531,232,2878,6790,3128,9281,116,269,56,47,34.1544,774,155,516,-16,688,3,863,16,54567,2413.3456,2317.0956
1606,52,72,25,106,79,0.6595744680851063,0.6111111111111112,0.6666666666666666,0.6521739130434783,0.5,47.0,18.0,33.0,23.0,20.0,23,18,56,0.8037,1.4327,0.132851,1.87,1717,0,0,2,2,0,0,1,1,1,0,1,6,1438.1479,27194,36481,50142,2704,785,6537,-1031,6114,117,253,39,37,34.3856,766,218,556,62,706,59,875,81,88273,4283.1683,4189.237
468,22,5,91,101,52,0.7962962962962963,0.8064516129032258,1.0,0.8461538461538461,0.6666666666666666,54.0,31.0,4.0,26.0,9.0,12,6,27,0.4343,0.6514,0.120494,2.26,1658,0,1,2,2,0,1,0,0,1,1,1,9,1310.8082,26401,37044,46953,2755,4915,7076,3380,4613,84,261,53,33,36.8034,838,179,566,29,766,65,974,103,60349,2209.4692,3001.0495
613,10,79,58,76,108,0.4444444444444444,0.8064516129032258,0.6470588235294118,0.6595744680851063,0.6923076923076923,9.0,31.0,34.0,47.0,13.0,17,4,40,0.7528,0.9299,0.0679545,1.97,1355,0,1,3,3,0,1,1,1,1,1,1,5,1459.2177,28436,39110,0,4514,5587,0,4551,0,68,193,33,35,34.4945,652,127,514,26,697,10,0,0,40988,3117.5646,2580.5314
746,52,28,108,38,79,0.3181818181818182,0.2307692307692307,0.5454545454545454,0.4791666666666667,0.6470588235294118,44.0,13.0,11.0,48.0,17.0,18,12,37,0.5248,0.8746,-0.0301334,0.31,2058,1,1,2,2,0,0,0,1,0,0,0,1,1242.4781,24714,33670,43324,1591,98,-746,730,-2459,115,298,55,50,34.6939,999,191,580,57,755,50,909,69,100841,3364.9271,4855.7143
1275,33,88,3,95,32,0.8611111111111112,0.5416666666666666,0.8636363636363636,0.6538461538461539,0.75,36.0,48.0,22.0,26.0,8.0,17,9,44,0.6419,0.9817,0.0637574,2.35,1589,1,0,3,3,1,1,1,1,1,1,1,2,1367.4261,25397,36882,47613,1691,3261,6925,1963,7666,86,247,68,38,35.8716,772,178,540,23,725,34,893,54,63414,3128.7602,2874.3738
720,27,79,37,49,41,0.5,0.0,0.5,0.375,0.375,10.0,4.0,10.0,8.0,24.0,11,16,19,0.2825,0.6935,0.0398086,1.82,2336,1,0,2,2,1,1,0,1,1,1,1,3,1136.0188,25402,35845,45342,1007,3364,3470,373,-1109,170,382,93,76,34.9315,1117,243,557,23,793,45,1002,62,80518,3429.0154,3498.0308
1141,34,7,5,69,29,0.0,0.2857142857142857,0.0,0.0,0.5833333333333334,2.0,14.0,1.0,3.0,12.0,4,13,8,0.0933,0.3967,-0.0230047,-0.99,2571,0,1,1,1,0,0,1,1,1,0,0,4,996.6394,25486,32801,40750,828,-1757,-1833,-1879,-1696,139,369,78,50,34.049,1230,229,580,43,759,30,940,35,86486,2987.7246,4381.6569
712,58,41,74,3,112,0.35,0.2962962962962963,0.3793103448275862,0.1818181818181818,0.3636363636363636,20.0,27.0,29.0,11.0,22.0,6,29,18,0.2406,1.4037,-0.303405,-4.42,1496,0,0,0,0,1,1,0,0,0,1,0,4,897.9947,22953,31421,39027,-4879,-7145,-16245,-5814,-16308,71,163,31,32,29.0374,611,113,495,-83,645,-89,724,-145,39106,3884.2781,2999.6791
245,3,76,45,34,99,0.6666666666666666,0.5,0.4285714285714285,0.5,0.6363636363636364,3.0,20.0,7.0,20.0,11.0,10,4,30,0.3038,0.4253,0.0988918,1.31,1975,0,1,4,4,1,1,1,1,1,1,1,4,1189.8228,23436,32351,42030,-164,611,1859,585,2916,0,327,61,47,36.3646,977,220,518,-4,714,19,948,36,55535,3050.2785,3746.4
1360,62,58,90,52,66,0.65625,0.6595744680851063,0.6071428571428571,0.3846153846153846,0.3333333333333333,32.0,47.0,28.0,13.0,9.0,23,12,61,0.5656,0.8607,0.0463847,1.38,2440,0,0,2,1,1,1,1,1,1,1,1,4,1233.123,26075,36037,43368,2458,4349,4161,3189,3272,141,383,75,71,30.9098,1009,248,549,16,751,51,877,34,129190,3825.0246,4168.377
774,3,33,74,19,61,0.5,0.3333333333333333,0.3793103448275862,0.3333333333333333,0.2962962962962963,6.0,3.0,29.0,6.0,27.0,21,22,58,0.604,1.2368,-0.0047982,-0.19,2086,0,1,2,2,0,0,1,3,0,0,0,5,1437.5264,26077,34683,50961,-739,-2937,3442,-2903,4853,130,330,60,47,32.3298,908,216,538,-4,728,-16,904,6,79939,4050.4602,4142.6462
649,47,34,67,39,41,0.3809523809523809,0.125,0.3684210526315789,0.2307692307692307,0.4791666666666667,21.0,8.0,19.0,13.0,48.0,7,15,18,0.1945,0.6114,0.0783182,0.65,2159,1,0,1,1,1,2,0,0,0,1,1,4,1073.6637,24841,34021,43576,289,355,1861,-344,140,125,342,61,50,34.7939,1043,209,538,-35,744,-32,916,-1,84301,2704.2798,3523.6591
1852,50,6,46,102,19,0.3333333333333333,0.3846153846153846,0.1764705882352941,0.1538461538461538,0.1428571428571428,6.0,13.0,17.0,13.0,14.0,15,4,45,0.5137,0.6507,0.0807,1.52,1752,1,1,4,4,1,1,1,1,1,1,1,3,1340.411,25484,35173,45438,1514,2756,3890,1128,840,115,282,50,61,36.3014,879,181,557,-25,748,-29,930,-34,71640,2921.4041,3025.7877
231,52,30,21,22,99,0.3181818181818182,0.2105263157894736,0.4285714285714285,0.375,0.2,44.0,19.0,28.0,8.0,5.0,5,14,8,0.1234,0.4688,0.000903606,-0.06,2432,0,1,2,2,1,2,0,0,0,1,1,2,1061.8421,22669,31924,42089,-257,-173,655,-219,987,0,372,73,67,33.7993,1135,235,517,-7,712,-6,878,18,72146,4332.2615,3916.5543
510,19,62,32,98,68,0.3636363636363636,0.3636363636363636,0.5,0.5,0.125,11.0,22.0,20.0,20.0,8.0,6,22,10,0.2041,0.9524,-0.242582,-1.85,1764,1,1,1,1,0,0,0,0,1,0,0,6,955.1701,25061,33223,40621,-612,-1712,-8702,-486,-9030,111,259,41,50,33.0612,810,162,536,50,727,43,854,14,41515,3250.068,3146.0204
274,31,45,4,24,115,0.75,0.7692307692307693,0.6923076923076923,0.6666666666666666,0.6666666666666666,28.0,26.0,13.0,33.0,33.0,13,2,24,0.5443,0.6281,0.215021,4.33,1433,1,1,3,3,1,2,1,1,1,1,1,6,1404.9546,26746,38087,0,5412,8733,0,2898,0,0,193,34,26,33.0775,631,159,531,65,691,51,0,0,43751,2410.635,2285.4013
1805,9,41,25,111,58,0.4705882352941176,0.5714285714285714,0.4705882352941176,0.717948717948718,0.631578947368421,17.0,21.0,17.0,39.0,19.0,4,13,9,0.137,0.5822,-0.146778,-0.82,1752,1,1,2,2,0,0,0,0,1,0,0,8,952.6712,25211,33908,41609,-635,-18,-3385,-1689,-4203,97,279,76,39,34.0411,822,172,504,-34,723,-27,898,-33,59209,3248.8699,2532.7055
75,61,15,46,38,9,0.5,1.0,0.6,0.6097560975609756,0.7297297297297297,20.0,2.0,20.0,41.0,37.0,15,1,32,0.4923,0.5252,0.106669,2.09,1828,1,1,4,4,0,0,1,1,1,1,1,5,1265.7112,25070,34699,43238,2294,3529,4152,3317,4420,142,329,58,45,36.302,955,151,518,49,704,36,918,42,61281,2417.8884,2235.5252
846,23,73,74,61,55,0.625,0.7142857142857143,0.5806451612903226,0.6,0.5714285714285714,16.0,14.0,31.0,15.0,7.0,12,4,23,0.4358,0.5811,0.131114,2.59,1652,1,0,2,2,0,0,1,1,1,0,1,7,1380.799,26526,37259,48060,2450,3912,7828,4081,11054,80,232,46,29,40.2421,871,237,590,32,817,78,1016,123,62397,2694.3705,3202.4092
1461,24,49,92,110,54,0.8333333333333334,0.2,0.6538461538461539,0.3333333333333333,0.6666666666666666,6.0,5.0,26.0,3.0,12.0,1,22,3,0.0395,0.9085,-0.213678,-2.99,1519,0,1,3,3,0,0,0,0,0,0,0,5,868.8743,23955,30565,38659,-2598,-8297,-12790,-6021,-11691,95,222,58,25,33.7722,685,170,559,21,704,-12,855,-24,35924,3896.1685,2799.4997
800,58,41,74,111,82,0.35,0.2777777777777778,0.4090909090909091,0.2307692307692307,0.15,20.0,18.0,22.0,13.0,20.0,5,19,14,0.1495,0.7175,-0.072878,-0.63,2007,0,1,1,1,1,1,0,0,1,0,1,6,1066.8161,25455,34906,44940,-277,-267,-293,-518,-1259,108,293,60,51,34.0508,940,199,543,-9,772,-6,992,-10,60210,3826.0389,3449.148
346,3,79,104,76,12,0.8,0.8064516129032258,0.6,0.6595744680851063,0.8,15.0,31.0,10.0,47.0,5.0,12,3,27,0.3371,0.4213,0.125578,2.21,2136,1,1,5,4,1,2,1,2,0,0,1,5,1285.5337,25574,33718,42219,1733,2439,3770,1704,4632,109,367,74,61,34.073,976,237,537,7,693,4,876,21,64765,2925.7022,2947.5
1037,4,42,52,35,110,0.8064516129032258,0.7058823529411765,0.8292682926829268,0.6956521739130435,0.8181818181818182,31.0,17.0,41.0,23.0,11.0,24,8,57,0.869,1.1587,0.219375,2.75,1657,1,0,2,2,0,0,1,1,1,1,1,9,1547.2903,28043,40173,53742,2082,7125,12037,5552,11367,101,284,62,37,35.0151,784,183,525,13,729,60,894,90,94035,3132.9994,4212.7459
1667,13,62,9,39,82,0.2222222222222222,0.3684210526315789,0.391304347826087,0.4285714285714285,0.4210526315789473,9.0,38.0,23.0,14.0,19.0,12,23,34,0.3932,1.1469,-0.0684683,-0.96,1831,0,0,1,1,1,1,0,0,1,1,0,7,1143.5063,26645,35457,44215,723,531,-6046,-774,-9136,131,248,40,41,33.3916,840,179,552,2,741,5,850,-26,70617,4017.5096,3885.6144
1234,61,41,9,0,88,0.3125,0.4347826086956521,0.4090909090909091,0.391304347826087,0.3181818181818182,16.0,23.0,22.0,23.0,44.0,14,9,40,0.3792,0.623,0.0119379,0.32,2215,0,0,3,3,1,1,1,1,1,1,1,4,1267.3409,25485,34088,43709,-68,-662,-560,377,991,134,376,100,45,37.5169,1106,279,599,59,784,54,1001,72,89999,2963.0519,3828.1625
432,70,62,49,100,84,0.717948717948718,0.5434782608695652,0.631578947368421,0.6666666666666666,0.6595744680851063,39.0,46.0,19.0,15.0,47.0,16,2,34,0.5882,0.6618,0.233612,3.21,1632,1,1,4,4,1,2,1,1,1,1,1,7,1402.8676,26810,36501,50252,4920,5190,9530,3447,10114,73,232,47,32,37.7206,818,208,562,44,787,76,979,101,55940,2460.625,3003.0515
308,31,45,20,35,75,0.75,0.6428571428571429,0.6,0.6,0.4444444444444444,20.0,14.0,5.0,10.0,9.0,12,3,26,0.4816,0.602,0.071356,1.34,1495,1,1,3,3,0,0,1,1,0,1,1,4,1243.3445,24234,32840,47607,532,934,8143,-273,10453,95,185,37,30,32.388,671,136,532,-5,691,-10,807,10,66013,2355.2107,2049.592
1300,24,35,1,3,108,0.8333333333333334,0.5833333333333334,0.6875,0.8636363636363636,1.0,6.0,12.0,16.0,22.0,4.0,15,5,36,0.5498,0.733,0.0853414,1.64,1637,0,0,0,0,1,1,1,1,1,0,0,7,1307.3183,26823,35419,46434,2353,1498,4787,480,7152,104,257,51,36,34.5632,763,180,566,14,751,13,885,16,53742,2795.0764,2335.8216
142,33,30,21,109,16,0.5714285714285714,0.5625,0.68,0.5714285714285714,0.3333333333333333,21.0,16.0,25.0,7.0,6.0,22,2,42,0.9544,1.0412,0.370712,6.19,1383,1,1,3,3,1,2,1,1,1,1,1,11,1555.3579,29085,41449,0,7920,12899,0,7114,0,63,170,29,28,35.0976,643,166,531,100,742,138,0,0,61434,2322.3861,1960.4772
1338,24,84,59,91,29,0.7333333333333333,0.6,0.8181818181818182,0.5714285714285714,0.4705882352941176,15.0,10.0,11.0,7.0,17.0,19,3,32,0.5978,0.6922,0.0956916,0.58,1907,1,1,4,4,1,1,0,1,0,0,0,2,1309.5228,24054,32349,41539,-57,261,911,1807,441,127,311,56,56,34.9869,899,213,549,15,737,34,890,37,71434,3167.226,2464.4678
502,69,4,21,102,60,0.6,0.8,0.68,0.8064516129032258,0.8571428571428571,5.0,15.0,25.0,31.0,7.0,12,6,35,0.3801,0.5702,0.0685895,-0.36,1894,0,0,3,3,0,0,1,1,0,0,0,3,1219.1024,23707,33767,42051,-669,-782,-906,2616,2488,101,247,54,55,35.2587,906,207,574,11,753,15,952,39,63475,2284.34,3502.7138
587,52,39,110,76,38,0.6595744680851063,0.4545454545454545,0.4761904761904761,0.3846153846153846,0.56,47.0,11.0,21.0,13.0,25.0,14,4,38,0.6096,0.7402,0.234505,2.35,1378,0,0,1,1,1,2,1,1,1,1,1,10,1498.1713,27099,39177,0,4039,8360,0,3133,0,87,184,27,33,35.5733,686,131,539,1,727,-5,0,0,50889,2439.8839,2365.9507
347,70,78,49,8,41,0.5416666666666666,0.6486486486486487,0.5625,0.5348837209302325,0.5,48.0,37.0,16.0,43.0,34.0,3,12,7,0.0843,0.4213,-0.125578,-2.21,2136,0,0,0,0,0,0,0,0,1,1,0,3,936.6573,23841,31279,38449,-1733,-2439,-3770,-1704,-4632,119,251,43,56,33.4831,987,205,530,-7,689,-4,855,-21,60389,2535.7303,3015.0843
670,7,5,53,25,95,0.2972972972972973,0.2916666666666667,0.4,0.3333333333333333,0.4444444444444444,37.0,24.0,10.0,12.0,9.0,21,4,57,0.614,0.731,0.117179,3.02,2052,1,0,3,3,1,2,1,1,1,1,1,5,1349.4737,27858,36379,45500,5348,4906,6850,880,4171,125,297,57,62,33.4795,904,241,552,25,726,2,905,44,87499,2071.4327,3073.8012
380,31,45,33,91,115,0.625,0.6923076923076923,0.55,0.5,0.53125,32.0,26.0,20.0,4.0,32.0,6,14,18,0.158,0.5268,-0.0610366,-0.6,2278,0,0,1,1,0,0,0,0,1,1,0,3,912.9587,23830,31641,39915,-91,-1113,-1042,-2361,-2371,145,366,71,64,31.4486,938,256,539,30,714,34,878,18,73424,2060.4653,1896.295
1902,62,46,79,66,91,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,33.0,1.0,2.0,3.0,1.0,14,27,27,0.3531,1.034,-0.0390965,-0.49,2379,1,1,2,2,1,1,1,1,0,1,1,8,1111.8789,26774,36217,43084,-1396,237,-3074,-345,-4111,183,371,68,66,32.459,1035,252,563,0,755,9,849,-17,108860,4564.6658,5651.9798
632,7,83,70,38,49,0.65,0.6521739130434783,0.5,0.65625,0.5,60.0,23.0,20.0,32.0,4.0,7,22,13,0.2642,1.0943,-0.108685,-1.24,1590,1,0,1,1,1,2,0,0,0,1,0,6,1059.6604,24770,33223,44259,-2345,-4689,-4913,-4730,-6713,97,219,38,36,33.0566,725,151,537,28,717,30,855,36,39981,3178.1132,2671.2075
870,0,24,52,111,79,0.75,0.56,0.45,0.4761904761904761,0.5,28.0,25.0,20.0,21.0,20.0,13,4,34,0.5493,0.7183,0.0959466,1.31,1420,1,1,3,3,0,1,1,1,1,1,1,4,1347.6761,25652,35764,0,744,3590,0,2065,0,66,188,37,25,37.2676,722,160,601,12,776,21,0,0,45735,2655.8873,2234.0282
663,61,78,1,74,30,0.3076923076923077,0.28,0.1,0.2333333333333333,0.1666666666666666,13.0,25.0,10.0,30.0,6.0,8,22,20,0.2817,1.0563,-0.0948927,-3.03,1704,0,1,1,1,0,1,0,0,0,0,0,3,1041.9014,23557,32155,43110,-3342,-7241,-3975,-4830,-3076,107,237,51,50,33.3803,802,146,521,-46,693,-87,887,-66,46543,2778.4859,2779.6479
172,62,38,57,38,2,0.3333333333333333,0.4545454545454545,0.5,0.4285714285714285,0.5,9.0,11.0,10.0,7.0,8.0,15,2,36,0.3906,0.4427,0.138329,2.47,2304,1,1,4,4,1,2,1,2,1,1,1,5,1247.3177,25288,34498,42564,2249,3168,3857,1052,2272,134,385,85,65,32.474,1037,210,525,3,716,-8,879,-16,79781,2748.3594,4036.6667
1067,24,48,62,6,124,0.75,0.75,1.0,0.7857142857142857,0.6363636363636364,16.0,12.0,9.0,14.0,11.0,15,10,30,0.4142,0.6903,0.128851,2.64,2173,1,1,4,4,1,1,1,1,1,1,1,7,1310.2807,26092,36163,45069,2230,3229,4170,1867,1671,164,366,59,46,36.751,1048,283,578,21,786,40,957,54,90700,3271.7257,2823.3962
1357,42,63,89,48,108,0.9285714285714286,0.782608695652174,1.0,0.4090909090909091,0.5454545454545454,14.0,23.0,10.0,22.0,11.0,21,7,47,0.9137,1.1748,0.193304,4.06,1379,1,1,3,3,0,0,1,1,1,1,1,7,1546.512,28884,41609,0,5184,8575,0,7401,0,64,170,32,20,34.4598,636,156,509,57,699,105,0,0,67339,2959.884,2756.2582
1368,24,57,72,95,119,0.5384615384615384,0.5625,0.5757575757575758,0.7142857142857143,0.3333333333333333,13.0,16.0,33.0,14.0,3.0,2,8,0,0.0573,0.2864,-0.0937541,-0.58,2095,1,0,0,0,0,0,0,0,0,0,0,4,934.3103,22914,31601,39810,-1180,-2435,-3276,-3057,-4583,149,343,71,50,34.7971,1020,195,490,-43,697,-49,885,-82,35893,2649.3079,3689.4415
543,10,1,68,85,29,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.75,0.5483870967741935,6.0,6.0,3.0,8.0,31.0,13,2,32,0.5982,0.6902,0.344216,4.88,1304,1,1,3,3,1,2,0,0,1,1,1,9,1436.5031,29430,39952,0,7916,11808,0,6279,0,78,173,27,28,35.6595,620,155,566,76,745,111,0,0,53675,2295.4141,2027.8067
1834,50,62,17,40,69,0.6,0.5434782608695652,0.4705882352941176,0.7333333333333333,0.8181818181818182,15.0,46.0,17.0,15.0,11.0,18,9,53,0.5681,0.8522,-0.016063,1.45,1901,0,1,4,4,1,1,1,1,1,1,1,8,1317.0016,24296,35838,44025,1148,3839,624,2712,568,135,330,81,57,33.9295,874,201,536,16,717,22,879,8,73945,3103.4613,2927.4382
316,61,20,33,55,37,0.5,0.5,0.3636363636363636,0.6363636363636364,0.5,20.0,8.0,11.0,11.0,20.0,2,12,4,0.0673,0.4709,-0.141745,-1.49,1784,0,1,1,1,0,1,0,0,0,0,0,1,991.4798,23627,32044,40137,-1981,-3746,-4551,-2304,-6142,109,212,43,38,36.4574,877,207,573,-10,777,-17,965,-51,53185,2550.2018,1761.1547
